Coordinates,Customer_demands,Earliest_service_time,Latest_service_time,Service_time,Vehicle_capacity
"(44.0, 17.0)",[9.0],[234.0],[474.0],10.0,
"(46.0, 13.0)",[8.0],[622.0],[862.0],10.0,
"(49.0, 11.0)",[18.0],[0.0],[962.0],10.0,
"(49.0, 42.0)",[13.0],[212.0],[452.0],10.0,
"(53.0, 43.0)",[14.0],[730.0],[970.0],10.0,
"(61.0, 52.0)",[3.0],[322.0],[562.0],10.0,
"(57.0, 48.0)",[23.0],[307.0],[547.0],10.0,
"(56.0, 37.0)",[6.0],[728.0],[968.0],10.0,
"(55.0, 54.0)",[26.0],[314.0],[554.0],10.0,
"(15.0, 47.0)",[16.0],[0.0],[966.0],10.0,
"(14.0, 37.0)",[11.0],[0.0],[968.0],10.0,
"(11.0, 31.0)",[7.0],[354.0],[594.0],10.0,
"(16.0, 22.0)",[41.0],[0.0],[966.0],10.0,
"(4.0, 18.0)",[35.0],[307.0],[547.0],10.0,
"(28.0, 18.0)",[26.0],[314.0],[554.0],10.0,
"(26.0, 52.0)",[9.0],[214.0],[454.0],10.0,
"(26.0, 35.0)",[15.0],[718.0],[958.0],10.0,
"(31.0, 67.0)",[3.0],[320.0],[560.0],10.0,
"(15.0, 19.0)",[1.0],[0.0],[964.0],10.0,
"(22.0, 22.0)",[2.0],[18.0],[258.0],10.0,
"(18.0, 24.0)",[22.0],[729.0],[969.0],10.0,
"(26.0, 27.0)",[27.0],[0.0],[977.0],10.0,
"(25.0, 24.0)",[20.0],[0.0],[975.0],10.0,
"(22.0, 27.0)",[11.0],[0.0],[974.0],10.0,
"(25.0, 21.0)",[12.0],[523.0],[763.0],10.0,
"(19.0, 21.0)",[10.0],[0.0],[968.0],10.0,
"(20.0, 26.0)",[9.0],[263.0],[503.0],10.0,
"(18.0, 18.0)",[17.0],[725.0],[965.0],10.0,
,,[1000.0],[1000.0],,
