Coordinates,Customer_demands,Earliest_service_time,Latest_service_time,Service_time,Vehicle_capacity
"(2.0, 60.0)",[5.0],[135.0],[556.0],10.0,
"(20.0, 20.0)",[8.0],[430.0],[913.0],10.0,
"(5.0, 5.0)",[16.0],[63.0],[520.0],10.0,
"(60.0, 12.0)",[31.0],[125.0],[530.0],10.0,
"(23.0, 3.0)",[7.0],[390.0],[900.0],10.0,
"(8.0, 56.0)",[27.0],[190.0],[659.0],10.0,
"(6.0, 68.0)",[30.0],[215.0],[608.0],10.0,
"(47.0, 47.0)",[13.0],[444.0],[942.0],10.0,
"(49.0, 58.0)",[10.0],[249.0],[580.0],10.0,
"(27.0, 43.0)",[9.0],[14.0],[506.0],10.0,
"(37.0, 31.0)",[14.0],[19.0],[566.0],10.0,
"(57.0, 29.0)",[18.0],[259.0],[650.0],10.0,
"(63.0, 23.0)",[2.0],[198.0],[609.0],10.0,
"(21.0, 24.0)",[28.0],[212.0],[605.0],10.0,
"(12.0, 24.0)",[13.0],[272.0],[565.0],10.0,
"(24.0, 58.0)",[19.0],[90.0],[549.0],10.0,
"(67.0, 5.0)",[25.0],[325.0],[897.0],10.0,
"(37.0, 47.0)",[6.0],[204.0],[633.0],10.0,
"(49.0, 42.0)",[13.0],[442.0],[937.0],10.0,
"(53.0, 43.0)",[14.0],[14.0],[581.0],10.0,
"(61.0, 52.0)",[3.0],[373.0],[928.0],10.0,
"(57.0, 48.0)",[23.0],[265.0],[638.0],10.0,
"(56.0, 37.0)",[6.0],[20.0],[539.0],10.0,
"(55.0, 54.0)",[26.0],[418.0],[825.0],10.0,
"(4.0, 18.0)",[35.0],[426.0],[787.0],10.0,
"(26.0, 52.0)",[9.0],[14.0],[499.0],10.0,
"(26.0, 35.0)",[15.0],[149.0],[586.0],10.0,
"(31.0, 67.0)",[3.0],[356.0],[930.0],10.0,
,,[960.0],[960.0],,
