Coordinates,Customer_demands,Earliest_service_time,Latest_service_time,Service_time,Vehicle_capacity
"(25.0, 30.0)",[3.0],[109.0],[360.0],10.0,
"(20.0, 50.0)",[5.0],[284.0],[585.0],10.0,
"(55.0, 60.0)",[16.0],[568.0],[753.0],10.0,
"(30.0, 60.0)",[16.0],[421.0],[896.0],10.0,
"(50.0, 35.0)",[19.0],[404.0],[829.0],10.0,
"(30.0, 25.0)",[23.0],[347.0],[566.0],10.0,
"(15.0, 10.0)",[20.0],[380.0],[902.0],10.0,
"(10.0, 20.0)",[19.0],[42.0],[466.0],10.0,
"(15.0, 60.0)",[17.0],[613.0],[894.0],10.0,
"(45.0, 65.0)",[9.0],[230.0],[405.0],10.0,
"(65.0, 35.0)",[3.0],[29.0],[587.0],10.0,
"(65.0, 20.0)",[6.0],[39.0],[353.0],10.0,
"(45.0, 30.0)",[17.0],[20.0],[497.0],10.0,
"(35.0, 40.0)",[16.0],[11.0],[570.0],10.0,
"(41.0, 37.0)",[16.0],[423.0],[828.0],10.0,
"(64.0, 42.0)",[9.0],[112.0],[543.0],10.0,
"(40.0, 60.0)",[21.0],[441.0],[902.0],10.0,
"(31.0, 52.0)",[27.0],[9.0],[532.0],10.0,
"(35.0, 69.0)",[23.0],[211.0],[930.0],10.0,
"(65.0, 55.0)",[14.0],[201.0],[400.0],10.0,
"(63.0, 65.0)",[8.0],[27.0],[382.0],10.0,
"(2.0, 60.0)",[5.0],[255.0],[436.0],10.0,
"(20.0, 20.0)",[8.0],[427.0],[913.0],10.0,
"(5.0, 5.0)",[16.0],[183.0],[400.0],10.0,
"(60.0, 12.0)",[31.0],[162.0],[493.0],10.0,
"(23.0, 3.0)",[7.0],[360.0],[900.0],10.0,
"(8.0, 56.0)",[27.0],[195.0],[654.0],10.0,
"(6.0, 68.0)",[30.0],[258.0],[565.0],10.0,
"(47.0, 47.0)",[13.0],[426.0],[942.0],10.0,
"(49.0, 58.0)",[10.0],[369.0],[460.0],10.0,
"(27.0, 43.0)",[9.0],[85.0],[338.0],10.0,
"(37.0, 31.0)",[14.0],[19.0],[326.0],10.0,
"(57.0, 29.0)",[18.0],[304.0],[605.0],10.0,
"(63.0, 23.0)",[2.0],[318.0],[489.0],10.0,
"(21.0, 24.0)",[28.0],[332.0],[485.0],10.0,
"(12.0, 24.0)",[13.0],[365.0],[472.0],10.0,
"(24.0, 58.0)",[19.0],[100.0],[539.0],10.0,
"(67.0, 5.0)",[25.0],[565.0],[897.0],10.0,
"(37.0, 47.0)",[6.0],[324.0],[513.0],10.0,
"(49.0, 42.0)",[13.0],[651.0],[906.0],10.0,
"(53.0, 43.0)",[14.0],[14.0],[669.0],10.0,
"(61.0, 52.0)",[3.0],[298.0],[928.0],10.0,
"(57.0, 48.0)",[23.0],[385.0],[518.0],10.0,
"(56.0, 37.0)",[6.0],[20.0],[299.0],10.0,
"(55.0, 54.0)",[26.0],[538.0],[705.0],10.0,
"(4.0, 18.0)",[35.0],[546.0],[667.0],10.0,
"(26.0, 52.0)",[9.0],[109.0],[354.0],10.0,
"(26.0, 35.0)",[15.0],[170.0],[565.0],10.0,
"(31.0, 67.0)",[3.0],[262.0],[930.0],10.0,
,,[960.0],[960.0],,
