Coordinates,Customer_demands,Earliest_service_time,Latest_service_time,Service_time,Vehicle_capacity
"(38.0, 15.0)",[10.0],[607.0],[784.0],90.0,
"(35.0, 5.0)",[20.0],[529.0],[662.0],90.0,
"(50.0, 30.0)",[10.0],[491.0],[650.0],90.0,
"(50.0, 35.0)",[20.0],[235.0],[344.0],90.0,
"(50.0, 40.0)",[50.0],[147.0],[242.0],90.0,
"(48.0, 30.0)",[10.0],[601.0],[724.0],90.0,
"(48.0, 40.0)",[10.0],[50.0],[155.0],90.0,
"(47.0, 35.0)",[10.0],[802.0],[899.0],90.0,
"(47.0, 40.0)",[10.0],[12.0],[143.0],90.0,
"(45.0, 30.0)",[10.0],[712.0],[799.0],90.0,
"(45.0, 35.0)",[10.0],[889.0],[996.0],90.0,
"(95.0, 30.0)",[30.0],[353.0],[490.0],90.0,
"(95.0, 35.0)",[20.0],[260.0],[393.0],90.0,
"(53.0, 30.0)",[10.0],[422.0],[533.0],90.0,
"(92.0, 30.0)",[10.0],[442.0],[587.0],90.0,
"(53.0, 35.0)",[50.0],[323.0],[442.0],90.0,
"(45.0, 65.0)",[20.0],[962.0],[1103.0],90.0,
"(90.0, 35.0)",[10.0],[175.0],[288.0],90.0,
"(88.0, 30.0)",[10.0],[539.0],[678.0],90.0,
"(88.0, 35.0)",[20.0],[78.0],[201.0],90.0,
"(87.0, 30.0)",[10.0],[636.0],[763.0],90.0,
"(85.0, 25.0)",[10.0],[744.0],[845.0],90.0,
"(85.0, 35.0)",[30.0],[47.0],[201.0],90.0,
"(75.0, 55.0)",[20.0],[344.0],[445.0],90.0,
"(72.0, 55.0)",[10.0],[228.0],[375.0],90.0,
"(70.0, 58.0)",[20.0],[425.0],[556.0],90.0,
"(68.0, 60.0)",[30.0],[527.0],[640.0],90.0,
"(66.0, 55.0)",[10.0],[141.0],[270.0],90.0,
"(65.0, 55.0)",[20.0],[56.0],[173.0],90.0,
"(65.0, 60.0)",[30.0],[614.0],[739.0],90.0,
"(63.0, 58.0)",[10.0],[705.0],[834.0],90.0,
"(60.0, 55.0)",[10.0],[20.0],[148.0],90.0,
"(60.0, 60.0)",[10.0],[809.0],[916.0],90.0,
"(67.0, 85.0)",[20.0],[331.0],[478.0],90.0,
"(65.0, 85.0)",[40.0],[453.0],[540.0],90.0,
"(65.0, 82.0)",[10.0],[260.0],[361.0],90.0,
"(62.0, 80.0)",[30.0],[174.0],[261.0],90.0,
"(60.0, 80.0)",[10.0],[64.0],[187.0],90.0,
"(60.0, 85.0)",[30.0],[531.0],[652.0],90.0,
"(58.0, 75.0)",[20.0],[30.0],[139.0],90.0,
"(55.0, 80.0)",[10.0],[705.0],[858.0],90.0,
"(55.0, 85.0)",[20.0],[608.0],[765.0],90.0,
,,[1236.0],[1236.0],,
