Coordinates,Customer_demands,Earliest_service_time,Latest_service_time,Service_time,Vehicle_capacity
"(49.0, 11.0)",[18.0],[62.0],[519.0],10.0,
"(49.0, 42.0)",[13.0],[129.0],[534.0],10.0,
"(53.0, 43.0)",[14.0],[460.0],[970.0],10.0,
"(61.0, 52.0)",[3.0],[207.0],[676.0],10.0,
"(57.0, 48.0)",[23.0],[230.0],[623.0],10.0,
"(56.0, 37.0)",[6.0],[470.0],[968.0],10.0,
"(55.0, 54.0)",[26.0],[268.0],[599.0],10.0,
"(15.0, 47.0)",[16.0],[23.0],[515.0],10.0,
"(14.0, 37.0)",[11.0],[21.0],[568.0],10.0,
"(11.0, 31.0)",[7.0],[278.0],[669.0],10.0,
"(16.0, 22.0)",[41.0],[213.0],[624.0],10.0,
"(4.0, 18.0)",[35.0],[230.0],[623.0],10.0,
"(28.0, 18.0)",[26.0],[287.0],[580.0],10.0,
"(26.0, 52.0)",[9.0],[104.0],[563.0],10.0,
"(26.0, 35.0)",[15.0],[409.0],[981.0],10.0,
"(31.0, 67.0)",[3.0],[225.0],[654.0],10.0,
"(15.0, 19.0)",[1.0],[469.0],[964.0],10.0,
"(22.0, 22.0)",[2.0],[18.0],[585.0],10.0,
"(18.0, 24.0)",[22.0],[414.0],[969.0],10.0,
"(26.0, 27.0)",[27.0],[283.0],[656.0],10.0,
"(25.0, 24.0)",[20.0],[14.0],[533.0],10.0,
"(22.0, 27.0)",[11.0],[445.0],[852.0],10.0,
"(25.0, 21.0)",[12.0],[462.0],[823.0],10.0,
"(19.0, 21.0)",[10.0],[21.0],[506.0],10.0,
"(20.0, 26.0)",[9.0],[164.0],[601.0],10.0,
"(18.0, 18.0)",[17.0],[391.0],[965.0],10.0,
,,[1000.0],[1000.0],,
