Coordinates,Customer_demands,Earliest_service_time,Latest_service_time,Service_time,Vehicle_capacity
"(44.0, 5.0)",[20.0],[1078.0],[1593.0],90.0,
"(42.0, 10.0)",[40.0],[998.0],[1481.0],90.0,
"(42.0, 15.0)",[10.0],[897.0],[1392.0],90.0,
"(40.0, 5.0)",[30.0],[1199.0],[1660.0],90.0,
"(38.0, 15.0)",[40.0],[1552.0],[2057.0],90.0,
"(38.0, 5.0)",[30.0],[1263.0],[1780.0],90.0,
"(38.0, 10.0)",[10.0],[1498.0],[1921.0],90.0,
"(35.0, 5.0)",[20.0],[1325.0],[1904.0],90.0,
"(50.0, 30.0)",[10.0],[223.0],[738.0],90.0,
"(50.0, 35.0)",[20.0],[18.0],[474.0],90.0,
"(50.0, 40.0)",[50.0],[14.0],[360.0],90.0,
"(48.0, 30.0)",[10.0],[246.0],[899.0],90.0,
"(44.0, 25.0)",[10.0],[704.0],[1197.0],90.0,
"(47.0, 35.0)",[10.0],[393.0],[942.0],90.0,
"(47.0, 40.0)",[10.0],[12.0],[424.0],90.0,
"(42.0, 30.0)",[10.0],[641.0],[1070.0],90.0,
"(45.0, 35.0)",[10.0],[534.0],[985.0],90.0,
"(95.0, 30.0)",[30.0],[2119.0],[2682.0],90.0,
"(95.0, 35.0)",[20.0],[2079.0],[2532.0],90.0,
"(53.0, 30.0)",[10.0],[131.0],[644.0],90.0,
"(92.0, 30.0)",[10.0],[2169.0],[2818.0],90.0,
"(53.0, 35.0)",[50.0],[87.0],[498.0],90.0,
"(45.0, 65.0)",[20.0],[15.0],[607.0],90.0,
"(90.0, 35.0)",[10.0],[2002.0],[2419.0],90.0,
"(72.0, 45.0)",[10.0],[2701.0],[3258.0],90.0,
"(78.0, 40.0)",[20.0],[2599.0],[3164.0],90.0,
"(87.0, 30.0)",[10.0],[2505.0],[2870.0],90.0,
"(85.0, 25.0)",[10.0],[2369.0],[2816.0],90.0,
"(85.0, 35.0)",[30.0],[2563.0],[3002.0],90.0,
"(75.0, 55.0)",[20.0],[1783.0],[2226.0],90.0,
"(72.0, 55.0)",[10.0],[1591.0],[2232.0],90.0,
"(70.0, 58.0)",[20.0],[1513.0],[1928.0],90.0,
"(86.0, 46.0)",[30.0],[1829.0],[2388.0],90.0,
"(66.0, 55.0)",[10.0],[1604.0],[2027.0],90.0,
"(64.0, 46.0)",[20.0],[2976.0],[3275.0],90.0,
"(65.0, 60.0)",[30.0],[1338.0],[1913.0],90.0,
"(56.0, 64.0)",[10.0],[1116.0],[1753.0],90.0,
"(60.0, 55.0)",[10.0],[2789.0],[3279.0],90.0,
"(60.0, 60.0)",[10.0],[1349.0],[1712.0],90.0,
"(67.0, 85.0)",[20.0],[518.0],[1029.0],90.0,
"(42.0, 58.0)",[40.0],[8.0],[509.0],90.0,
"(65.0, 82.0)",[10.0],[549.0],[1186.0],90.0,
"(62.0, 80.0)",[30.0],[744.0],[1177.0],90.0,
"(62.0, 40.0)",[10.0],[2713.0],[3275.0],90.0,
"(60.0, 85.0)",[30.0],[397.0],[956.0],90.0,
"(58.0, 75.0)",[20.0],[839.0],[1276.0],90.0,
"(55.0, 80.0)",[10.0],[272.0],[701.0],90.0,
"(55.0, 85.0)",[20.0],[373.0],[790.0],90.0,
,,[3390.0],[3390.0],,
