Coordinates,Customer_demands,Earliest_service_time,Latest_service_time,Service_time,Vehicle_capacity
"(47.0, 40.0)",[10.0],[12.0],[332.0],90.0,
"(42.0, 30.0)",[10.0],[696.0],[1016.0],90.0,
"(45.0, 35.0)",[10.0],[600.0],[920.0],90.0,
"(95.0, 30.0)",[30.0],[2241.0],[2561.0],90.0,
"(95.0, 35.0)",[20.0],[2146.0],[2466.0],90.0,
"(53.0, 30.0)",[10.0],[228.0],[548.0],90.0,
"(92.0, 30.0)",[10.0],[2334.0],[2654.0],90.0,
"(53.0, 35.0)",[50.0],[133.0],[453.0],90.0,
"(45.0, 65.0)",[20.0],[38.0],[358.0],90.0,
"(90.0, 35.0)",[10.0],[2051.0],[2371.0],90.0,
"(72.0, 45.0)",[10.0],[2820.0],[3140.0],90.0,
"(78.0, 40.0)",[20.0],[2722.0],[3042.0],90.0,
"(87.0, 30.0)",[10.0],[2528.0],[2848.0],90.0,
"(85.0, 25.0)",[10.0],[2433.0],[2753.0],90.0,
"(85.0, 35.0)",[30.0],[2623.0],[2943.0],90.0,
"(75.0, 55.0)",[20.0],[1845.0],[2165.0],90.0,
"(72.0, 55.0)",[10.0],[1752.0],[2072.0],90.0,
"(70.0, 58.0)",[20.0],[1561.0],[1881.0],90.0,
"(86.0, 46.0)",[30.0],[1949.0],[2269.0],90.0,
"(66.0, 55.0)",[10.0],[1656.0],[1976.0],90.0,
"(64.0, 46.0)",[20.0],[2955.0],[3275.0],90.0,
"(65.0, 60.0)",[30.0],[1466.0],[1786.0],90.0,
"(56.0, 64.0)",[10.0],[1275.0],[1595.0],90.0,
"(60.0, 55.0)",[10.0],[2959.0],[3279.0],90.0,
"(60.0, 60.0)",[10.0],[1371.0],[1691.0],90.0,
"(67.0, 85.0)",[20.0],[614.0],[934.0],90.0,
"(42.0, 58.0)",[40.0],[8.0],[328.0],90.0,
"(65.0, 82.0)",[10.0],[708.0],[1028.0],90.0,
"(62.0, 80.0)",[30.0],[801.0],[1121.0],90.0,
"(62.0, 40.0)",[10.0],[2921.0],[3241.0],90.0,
"(60.0, 85.0)",[30.0],[517.0],[837.0],90.0,
"(58.0, 75.0)",[20.0],[898.0],[1218.0],90.0,
"(55.0, 80.0)",[10.0],[327.0],[647.0],90.0,
"(55.0, 85.0)",[20.0],[422.0],[742.0],90.0,
,,[3390.0],[3390.0],,
