Coordinates,Customer_demands,Earliest_service_time,Latest_service_time,Service_time,Vehicle_capacity
"(15.0, 19.0)",[1.0],[222.0],[964.0],10.0,
"(22.0, 22.0)",[2.0],[18.0],[159.0],10.0,
"(18.0, 24.0)",[22.0],[691.0],[969.0],10.0,
"(26.0, 27.0)",[27.0],[190.0],[749.0],10.0,
"(25.0, 24.0)",[20.0],[14.0],[793.0],10.0,
"(22.0, 27.0)",[11.0],[344.0],[953.0],10.0,
"(25.0, 21.0)",[12.0],[462.0],[823.0],10.0,
"(19.0, 21.0)",[10.0],[21.0],[748.0],10.0,
"(20.0, 26.0)",[9.0],[328.0],[437.0],10.0,
"(18.0, 18.0)",[17.0],[821.0],[965.0],10.0,
,,[1000.0],[1000.0],,
