Coordinates,Customer_demands,Earliest_service_time,Latest_service_time,Service_time,Vehicle_capacity
"(60.0, 12.0)",[31.0],[33.0],[186.0],10.0,
"(40.0, 25.0)",[9.0],[40.0],[139.0],10.0,
"(42.0, 7.0)",[5.0],[43.0],[160.0],10.0,
"(24.0, 12.0)",[5.0],[25.0],[158.0],10.0,
"(23.0, 3.0)",[7.0],[82.0],[185.0],10.0,
"(11.0, 14.0)",[18.0],[31.0],[144.0],10.0,
"(6.0, 38.0)",[16.0],[29.0],[169.0],10.0,
"(2.0, 48.0)",[1.0],[63.0],[180.0],10.0,
"(8.0, 56.0)",[27.0],[34.0],[176.0],10.0,
"(13.0, 52.0)",[36.0],[65.0],[192.0],10.0,
"(6.0, 68.0)",[30.0],[73.0],[152.0],10.0,
"(47.0, 47.0)",[13.0],[75.0],[182.0],10.0,
"(49.0, 58.0)",[10.0],[36.0],[149.0],10.0,
"(27.0, 43.0)",[9.0],[11.0],[133.0],10.0,
"(37.0, 31.0)",[14.0],[51.0],[148.0],10.0,
"(57.0, 29.0)",[18.0],[90.0],[197.0],10.0,
"(63.0, 23.0)",[2.0],[69.0],[189.0],10.0,
"(53.0, 12.0)",[6.0],[76.0],[190.0],10.0,
"(32.0, 12.0)",[7.0],[48.0],[163.0],10.0,
"(36.0, 26.0)",[18.0],[84.0],[210.0],10.0,
"(21.0, 24.0)",[28.0],[17.0],[183.0],10.0,
"(17.0, 34.0)",[3.0],[70.0],[201.0],10.0,
"(12.0, 24.0)",[13.0],[29.0],[132.0],10.0,
"(24.0, 58.0)",[19.0],[25.0],[154.0],10.0,
"(27.0, 69.0)",[10.0],[34.0],[172.0],10.0,
"(15.0, 77.0)",[9.0],[46.0],[165.0],10.0,
"(62.0, 77.0)",[20.0],[49.0],[170.0],10.0,
"(49.0, 73.0)",[25.0],[68.0],[179.0],10.0,
"(67.0, 5.0)",[25.0],[43.0],[156.0],10.0,
"(56.0, 39.0)",[36.0],[80.0],[198.0],10.0,
"(37.0, 47.0)",[6.0],[12.0],[137.0],10.0,
"(37.0, 56.0)",[5.0],[48.0],[198.0],10.0,
"(57.0, 68.0)",[15.0],[39.0],[148.0],10.0,
"(47.0, 16.0)",[25.0],[22.0],[170.0],10.0,
"(44.0, 17.0)",[9.0],[30.0],[135.0],10.0,
"(46.0, 13.0)",[8.0],[74.0],[195.0],10.0,
"(49.0, 11.0)",[18.0],[27.0],[141.0],10.0,
"(49.0, 42.0)",[13.0],[27.0],[128.0],10.0,
"(53.0, 43.0)",[14.0],[72.0],[200.0],10.0,
"(61.0, 52.0)",[3.0],[42.0],[159.0],10.0,
"(57.0, 48.0)",[23.0],[47.0],[146.0],10.0,
"(56.0, 37.0)",[6.0],[73.0],[198.0],10.0,
"(55.0, 54.0)",[26.0],[57.0],[140.0],10.0,
"(15.0, 47.0)",[16.0],[23.0],[146.0],10.0,
"(14.0, 37.0)",[11.0],[21.0],[157.0],10.0,
"(11.0, 31.0)",[7.0],[57.0],[154.0],10.0,
"(16.0, 22.0)",[41.0],[44.0],[147.0],10.0,
"(4.0, 18.0)",[35.0],[49.0],[148.0],10.0,
"(28.0, 18.0)",[26.0],[61.0],[134.0],10.0,
"(26.0, 52.0)",[9.0],[21.0],[136.0],10.0,
"(26.0, 35.0)",[15.0],[68.0],[211.0],10.0,
"(31.0, 67.0)",[3.0],[46.0],[153.0],10.0,
"(15.0, 19.0)",[1.0],[70.0],[194.0],10.0,
"(22.0, 22.0)",[2.0],[18.0],[159.0],10.0,
"(18.0, 24.0)",[22.0],[60.0],[199.0],10.0,
"(26.0, 27.0)",[27.0],[58.0],[151.0],10.0,
"(25.0, 24.0)",[20.0],[14.0],[143.0],10.0,
"(22.0, 27.0)",[11.0],[89.0],[190.0],10.0,
"(25.0, 21.0)",[12.0],[92.0],[183.0],10.0,
"(19.0, 21.0)",[10.0],[21.0],[142.0],10.0,
"(20.0, 26.0)",[9.0],[33.0],[142.0],10.0,
"(18.0, 18.0)",[17.0],[51.0],[195.0],10.0,
,,[230.0],[230.0],,
